{ -> data: Probability = 0.00, Count = 1
cpu_sgemm -> naive_sgemm_kernel: Probability = 1.00, Count = 1
keyCharPtr -> keyCharPtr: Probability = 1.00, Count = 2
keyIndex -> keyIndex: Probability = 1.00, Count = 2
keyChar -> keyChar: Probability = 1.00, Count = 2
input_length -> input_length: Probability = 0.50, Count = 1
input_length -> =: Probability = 0.50, Count = 1
^ -> ^: Probability = 1.00, Count = 1
key -> key: Probability = 1.00, Count = 2
possible_plaintext_str_cuda -> possible_plaintext_str_cuda: Probability = 1.00, Count = 2
input_str_cuda -> input_str_cuda: Probability = 1.00, Count = 2
kernelXor -> kernelXor: Probability = 1.00, Count = 1
edad -> edad: Probability = 0.25, Count = 1
edad -> [: Probability = 0.75, Count = 3
80 -> |: Probability = 1.00, Count = 1
pupacion -> pupacion: Probability = 0.50, Count = 1
pupacion -> [: Probability = 0.50, Count = 1
320 -> ): Probability = 1.00, Count = 1
| -> |: Probability = 0.82, Count = 9
| -> dia: Probability = 0.09, Count = 1
| -> ELEMENT_INDEX: Probability = 0.09, Count = 1
estado -> estado: Probability = 1.00, Count = 1
envejecer_kernel_cpu -> envejecer_kernel: Probability = 1.00, Count = 1
sin -> a: Probability = 1.00, Count = 2
cos -> b: Probability = 1.00, Count = 3
globalCalculateKernel -> globalCalculateKernel: Probability = 1.00, Count = 1
cpu_matrix_mul -> gpu_matrix_mul: Probability = 1.00, Count = 1
g -> g: Probability = 0.29, Count = 2
g -> =: Probability = 0.29, Count = 2
g -> +: Probability = 0.43, Count = 3
71 -> *: Probability = 1.00, Count = 2
21 -> *: Probability = 1.00, Count = 2
grayscale -> grayscale: Probability = 1.00, Count = 1
07 -> *: Probability = 1.00, Count = 2
pixelNum -> images: Probability = 0.50, Count = 2
pixelNum -> :: Probability = 0.25, Count = 1
pixelNum -> (: Probability = 0.25, Count = 1
imageNum -> 0: Probability = 0.50, Count = 1
imageNum -> size_t: Probability = 0.50, Count = 1
images -> .: Probability = 0.14, Count = 1
images -> +: Probability = 0.14, Count = 1
images -> <: Probability = 0.14, Count = 1
images -> images: Probability = 0.14, Count = 1
images -> {: Probability = 0.14, Count = 1
images -> ]: Probability = 0.14, Count = 1
images -> row: Probability = 0.14, Count = 1
subtractMean_cpu -> __global__: Probability = 0.50, Count = 1
subtractMean_cpu -> subtractMean: Probability = 0.50, Count = 1
meanImage -> col: Probability = 0.50, Count = 1
meanImage -> meanImage: Probability = 0.50, Count = 1
start -> start: Probability = 1.00, Count = 2
maxhd -> (: Probability = 0.33, Count = 1
maxhd -> maxhd: Probability = 0.33, Count = 1
maxhd -> tx: Probability = 0.33, Count = 1
maxvd -> tx: Probability = 0.50, Count = 1
maxvd -> maxvd: Probability = 0.50, Count = 1
max_hd -> i: Probability = 0.50, Count = 1
max_hd -> ;: Probability = 0.50, Count = 1
max_vd -> i: Probability = 0.50, Count = 1
max_vd -> for: Probability = 0.50, Count = 1
kernelMaximum -> kernelMaximum: Probability = 1.00, Count = 1
175494351e -> if: Probability = 1.00, Count = 1
38F -> 0: Probability = 1.00, Count = 1
jj -> *: Probability = 0.11, Count = 1
jj -> <: Probability = 0.22, Count = 2
jj -> +: Probability = 0.22, Count = 2
jj -> ]: Probability = 0.22, Count = 2
jj -> =: Probability = 0.22, Count = 2
indptr -> [: Probability = 0.56, Count = 10
indptr -> indptr: Probability = 0.11, Count = 2
indptr -> d_indptr: Probability = 0.22, Count = 4
indptr -> ptr_stc_1: Probability = 0.06, Count = 1
indptr -> (: Probability = 0.06, Count = 1
indices -> indices: Probability = 0.25, Count = 2
indices -> [: Probability = 0.38, Count = 3
indices -> d_indices: Probability = 0.38, Count = 3
SparseMatmul_forward -> cuda_SparseMatmul_forward_kernel: Probability = 1.00, Count = 1
availablePixels -> availablePixels: Probability = 1.00, Count = 4
matrix -> matrix: Probability = 1.00, Count = 2
out -> out: Probability = 0.68, Count = 17
out -> d_out_data: Probability = 0.04, Count = 1
out -> src: Probability = 0.04, Count = 1
out -> ): Probability = 0.04, Count = 1
out -> out_index: Probability = 0.16, Count = 4
out -> +: Probability = 0.04, Count = 1
totalPixels -> totalPixels: Probability = 0.88, Count = 7
totalPixels -> %: Probability = 0.12, Count = 1
outPixelOffset -> outPixelOffset: Probability = 1.00, Count = 4
vectorMatrixMult -> vectorMatrixMult: Probability = 1.00, Count = 1
pitch -> pitch: Probability = 0.50, Count = 1
pitch -> +: Probability = 0.50, Count = 1
depth_scale -> *: Probability = 0.50, Count = 1
depth_scale -> depth_scale: Probability = 0.50, Count = 1
d_disparity -> y: Probability = 0.50, Count = 1
d_disparity -> d_disparity: Probability = 0.50, Count = 1
convertKinectDisparityInPlace_cpu -> convertKinectDisparityInPlace_kernel: Probability = 1.00, Count = 1
c_grad -> i: Probability = 0.33, Count = 1
c_grad -> b_in: Probability = 0.33, Count = 1
c_grad -> c_in: Probability = 0.33, Count = 1
b_grad -> b_in: Probability = 0.50, Count = 1
b_grad -> j: Probability = 0.50, Count = 1
SparseMatmul_backward -> cuda_SparseMatmul_backward_kernel: Probability = 1.00, Count = 1
d_label -> [: Probability = 0.50, Count = 1
d_label -> d_label: Probability = 0.50, Count = 1
ind_out -> ind_out: Probability = 0.50, Count = 3
ind_out -> ]: Probability = 0.33, Count = 2
ind_out -> ): Probability = 0.17, Count = 1
inv_sub_factor -> ): Probability = 0.50, Count = 1
inv_sub_factor -> inv_sub_factor: Probability = 0.50, Count = 1
n_out -> n_out: Probability = 1.00, Count = 2
d_label_sub -> d_label_sub: Probability = 0.50, Count = 1
d_label_sub -> [: Probability = 0.50, Count = 1
d_ind_sub -> [: Probability = 0.50, Count = 1
d_ind_sub -> d_ind_sub: Probability = 0.50, Count = 1
d_ind -> [: Probability = 0.50, Count = 1
d_ind -> d_ind: Probability = 0.50, Count = 1
ind_in -> =: Probability = 0.33, Count = 1
ind_in -> ]: Probability = 0.67, Count = 2
subsample_ind_and_labels_cpu -> subsample_ind_and_labels_GPU: Probability = 1.00, Count = 1
floorf -> (: Probability = 1.00, Count = 1
s -> =: Probability = 0.14, Count = 1
s -> +: Probability = 0.14, Count = 1
s -> s: Probability = 0.71, Count = 5
mxm_1d_cpu -> mxm_1d: Probability = 1.00, Count = 1
clamp_min -> clamp_min: Probability = 0.33, Count = 1
clamp_min -> ,: Probability = 0.67, Count = 2
fmax -> (: Probability = 1.00, Count = 2
clamp_max -> ,: Probability = 0.50, Count = 2
clamp_max -> clamp_max: Probability = 0.25, Count = 1
clamp_max -> clamp_min: Probability = 0.25, Count = 1
fmin -> (: Probability = 1.00, Count = 2
fabsf_clamp_cpu -> fabsf_clamp_kernel: Probability = 1.00, Count = 1
h_b -> b: Probability = 0.50, Count = 1
h_b -> *: Probability = 0.50, Count = 1
h -> sum: Probability = 0.04, Count = 1
h -> b: Probability = 0.04, Count = 1
h -> i: Probability = 0.04, Count = 1
h -> +: Probability = 0.17, Count = 4
h -> h: Probability = 0.17, Count = 4
h -> W_grid: Probability = 0.08, Count = 2
h -> /: Probability = 0.04, Count = 1
h -> ): Probability = 0.08, Count = 2
h -> ksize: Probability = 0.04, Count = 1
h -> pad: Probability = 0.04, Count = 1
h -> &: Probability = 0.04, Count = 1
h -> *: Probability = 0.08, Count = 2
h -> h_col: Probability = 0.04, Count = 1
h -> width_col: Probability = 0.04, Count = 1
h -> ;: Probability = 0.04, Count = 1
h_result -> *: Probability = 1.00, Count = 1
h_a -> a: Probability = 0.50, Count = 1
h_a -> *: Probability = 0.50, Count = 1
cpu_matrix_mult -> gpu_matrix_mult: Probability = 1.00, Count = 1
MulMatrixOnCPU -> MulMatrixOnGPU: Probability = 1.00, Count = 1
inline -> __global__: Probability = 1.00, Count = 1
h_N -> d_N: Probability = 0.33, Count = 1
h_N -> d_M: Probability = 0.33, Count = 1
h_N -> [: Probability = 0.33, Count = 1
h_P -> d_N: Probability = 0.33, Count = 1
h_P -> [: Probability = 0.33, Count = 1
h_P -> d_P: Probability = 0.33, Count = 1
h_M -> [: Probability = 0.50, Count = 1
h_M -> d_M: Probability = 0.50, Count = 1
Pvalue -> +: Probability = 0.50, Count = 1
Pvalue -> =: Probability = 0.50, Count = 1
matrixMulHost -> MatrixMulKernel: Probability = 1.00, Count = 1
r1 -> r1: Probability = 1.00, Count = 1
r2 -> r2: Probability = 1.00, Count = 1
c2 -> +: Probability = 0.17, Count = 2
c2 -> c2: Probability = 0.33, Count = 4
c2 -> w2: Probability = 0.17, Count = 2
c2 -> c1: Probability = 0.17, Count = 2
c2 -> b: Probability = 0.08, Count = 1
c2 -> h2: Probability = 0.08, Count = 1
c1 -> ;: Probability = 0.08, Count = 1
c1 -> c1: Probability = 0.42, Count = 5
c1 -> +: Probability = 0.08, Count = 1
c1 -> b: Probability = 0.08, Count = 1
c1 -> w1: Probability = 0.08, Count = 1
c1 -> sum: Probability = 0.08, Count = 1
c1 -> =: Probability = 0.08, Count = 1
c1 -> h1: Probability = 0.08, Count = 1
mmul_cpu -> __global__: Probability = 0.50, Count = 1
mmul_cpu -> mmul: Probability = 0.50, Count = 1
Dot -> Kernel_Dot_reduction2: Probability = 1.00, Count = 1
RES -> [: Probability = 0.82, Count = 9
RES -> RES: Probability = 0.18, Count = 2
NJ -> ]: Probability = 0.50, Count = 2
NJ -> NJ: Probability = 0.50, Count = 2
LS -> LS: Probability = 0.50, Count = 1
LS -> [: Probability = 0.50, Count = 1
IJ -> -: Probability = 0.11, Count = 2
IJ -> ]: Probability = 0.67, Count = 12
IJ -> =: Probability = 0.11, Count = 2
IJ -> +: Probability = 0.11, Count = 2
LPR -> [: Probability = 0.33, Count = 1
LPR -> LPR: Probability = 0.67, Count = 2
LW -> LW: Probability = 0.50, Count = 1
LW -> [: Probability = 0.50, Count = 1
Start -> +: Probability = 0.67, Count = 2
Start -> Start: Probability = 0.33, Count = 1
NI -> NI: Probability = 0.50, Count = 2
NI -> ): Probability = 0.50, Count = 2
Forwardsub_cpu -> __global__: Probability = 0.50, Count = 1
Forwardsub_cpu -> Forwardsub: Probability = 0.50, Count = 1
J -> J: Probability = 0.50, Count = 2
J -> -: Probability = 0.50, Count = 2
channel -> channel: Probability = 0.93, Count = 14
channel -> +: Probability = 0.07, Count = 1
column -> (: Probability = 0.08, Count = 1
column -> ): Probability = 0.15, Count = 2
column -> [: Probability = 0.08, Count = 1
column -> column: Probability = 0.23, Count = 3
column -> ]: Probability = 0.31, Count = 4
column -> =: Probability = 0.08, Count = 1
column -> int: Probability = 0.08, Count = 1
depth -> depth: Probability = 0.67, Count = 6
depth -> -: Probability = 0.11, Count = 1
depth -> *: Probability = 0.22, Count = 2
cpu_rows_dc_offset_remove_layer_kernel -> cuda_rows_dc_offset_remove_layer_kernel: Probability = 1.00, Count = 1
i2 -> =: Probability = 0.67, Count = 2
i2 -> nnz: Probability = 0.33, Count = 1
pg -> ]: Probability = 0.50, Count = 1
pg -> =: Probability = 0.50, Count = 1
Iss -> Iss: Probability = 0.50, Count = 1
Iss -> *: Probability = 0.50, Count = 1
i1 -> &: Probability = 0.33, Count = 1
i1 -> i2: Probability = 0.33, Count = 1
i1 -> i1: Probability = 0.33, Count = 1
Isg -> id: Probability = 0.50, Count = 1
Isg -> Isg: Probability = 0.50, Count = 1
ps -> +: Probability = 0.25, Count = 1
ps -> ]: Probability = 0.50, Count = 2
ps -> ): Probability = 0.25, Count = 1
sp -> float: Probability = 0.67, Count = 2
sp -> sp: Probability = 0.33, Count = 1
nnx -> nnx: Probability = 1.00, Count = 1
gp -> gp: Probability = 0.50, Count = 1
gp -> float: Probability = 0.50, Count = 1
cpu_cross_correlate -> cuda_cross_correlate: Probability = 1.00, Count = 1
colorImage -> [: Probability = 0.75, Count = 3
colorImage -> colorImage: Probability = 0.25, Count = 1
offset -> *: Probability = 0.21, Count = 3
offset -> =: Probability = 0.07, Count = 1
offset -> offset: Probability = 0.64, Count = 9
offset -> ): Probability = 0.07, Count = 1
grayValue -> =: Probability = 1.00, Count = 1
columns -> columns: Probability = 0.67, Count = 2
columns -> *: Probability = 0.33, Count = 1
colorConvert -> colorConvert: Probability = 1.00, Count = 1
grayImage -> grayImage: Probability = 1.00, Count = 1
my_pixel -> my_pixel: Probability = 0.27, Count = 3
my_pixel -> =: Probability = 0.09, Count = 1
my_pixel -> +: Probability = 0.27, Count = 3
my_pixel -> ]: Probability = 0.36, Count = 4
image -> image: Probability = 0.15, Count = 2
image -> my_pixel: Probability = 0.08, Count = 1
image -> [: Probability = 0.46, Count = 6
image -> ]: Probability = 0.08, Count = 1
image -> +: Probability = 0.08, Count = 1
image -> image_size: Probability = 0.08, Count = 1
image -> ): Probability = 0.08, Count = 1
pixels_per_image -> pixels_per_image: Probability = 0.40, Count = 2
pixels_per_image -> ;: Probability = 0.60, Count = 3
init_image_array_CPU -> init_image_array_GPU: Probability = 1.00, Count = 1
x0 -> x0: Probability = 0.17, Count = 1
x0 -> [: Probability = 0.83, Count = 5
x1 -> [: Probability = 0.50, Count = 1
x1 -> x1: Probability = 0.50, Count = 1
diffusion -> diffusion: Probability = 1.00, Count = 1
dt -> dt: Probability = 0.50, Count = 1
dt -> *: Probability = 0.50, Count = 1
auto -> pos: Probability = 1.00, Count = 1
neighbors -> cotans: Probability = 0.40, Count = 2
neighbors -> neighbors: Probability = 0.60, Count = 3
iN -> iN: Probability = 0.91, Count = 10
iN -> ): Probability = 0.09, Count = 1
neighbor -> neighbor: Probability = 1.00, Count = 4
weight -> weight: Probability = 1.00, Count = 4
meshStride -> meshStride: Probability = 1.00, Count = 10
cotans -> cotans: Probability = 0.80, Count = 4
cotans -> neighbors: Probability = 0.20, Count = 1
compute_b_minus_Rx -> compute_b_minus_Rx: Probability = 1.00, Count = 1
weights -> weights: Probability = 1.00, Count = 3
binary -> binary: Probability = 1.00, Count = 2
binarize_weights -> binarize_weights_kernel: Probability = 1.00, Count = 1
l -> +: Probability = 0.15, Count = 2
l -> l: Probability = 0.62, Count = 8
l -> =: Probability = 0.08, Count = 1
l -> <: Probability = 0.08, Count = 1
l -> 0: Probability = 0.08, Count = 1
points -> points: Probability = 1.00, Count = 2
gather_points_kernel -> gather_points_kernel: Probability = 1.00, Count = 1
cell -> <: Probability = 0.17, Count = 1
cell -> =: Probability = 0.17, Count = 1
cell -> int: Probability = 0.17, Count = 1
cell -> ]: Probability = 0.17, Count = 1
cell -> *: Probability = 0.17, Count = 1
cell -> +: Probability = 0.17, Count = 1
right_columns -> [: Probability = 0.33, Count = 1
right_columns -> +: Probability = 0.33, Count = 1
right_columns -> right_columns: Probability = 0.33, Count = 1
right -> right: Probability = 0.50, Count = 1
right -> [: Probability = 0.50, Count = 1
left -> left: Probability = 0.50, Count = 1
left -> [: Probability = 0.50, Count = 1
shared_dimensions -> ;: Probability = 0.33, Count = 1
shared_dimensions -> +: Probability = 0.33, Count = 1
shared_dimensions -> shared_dimensions: Probability = 0.33, Count = 1
result -> result: Probability = 0.50, Count = 1
result -> row: Probability = 0.50, Count = 1
matrix_mult -> gpu_matrix_mult: Probability = 1.00, Count = 1
left_rows -> left_rows: Probability = 1.00, Count = 2
row_a -> row_a: Probability = 1.00, Count = 2
host_b -> dev_b: Probability = 0.50, Count = 1
host_b -> [: Probability = 0.50, Count = 1
host_c -> [: Probability = 0.50, Count = 1
host_c -> dev_c: Probability = 0.50, Count = 1
col_b -> col_b: Probability = 0.33, Count = 1
col_b -> +: Probability = 0.67, Count = 2
col_a -> ;: Probability = 0.33, Count = 1
col_a -> col_a: Probability = 0.33, Count = 1
col_a -> +: Probability = 0.33, Count = 1
host_a -> [: Probability = 0.50, Count = 1
host_a -> dev_a: Probability = 0.50, Count = 1
matrixMultiplication_cpu -> __global__: Probability = 0.50, Count = 1
matrixMultiplication_cpu -> matrixMultiplication: Probability = 0.50, Count = 1
UN -> UN: Probability = 0.50, Count = 1
UN -> [: Probability = 0.50, Count = 1
U -> [: Probability = 0.67, Count = 2
U -> U: Probability = 0.33, Count = 1
End -> End: Probability = 0.33, Count = 1
End -> -: Probability = 0.67, Count = 2
UE -> UE: Probability = 0.50, Count = 1
UE -> [: Probability = 0.50, Count = 1
Backwardsub -> Backwardsub: Probability = 1.00, Count = 1
array_size -> -: Probability = 0.50, Count = 1
array_size -> array_size: Probability = 0.50, Count = 1
mask_size -> mask_size: Probability = 0.67, Count = 2
mask_size -> ;: Probability = 0.33, Count = 1
ELEMENT_INDEX -> 0: Probability = 0.20, Count = 1
ELEMENT_INDEX -> ]: Probability = 0.20, Count = 1
ELEMENT_INDEX -> =: Probability = 0.20, Count = 1
ELEMENT_INDEX -> <: Probability = 0.20, Count = 1
ELEMENT_INDEX -> >: Probability = 0.20, Count = 1
MASK_RADIUS -> +: Probability = 0.50, Count = 1
MASK_RADIUS -> MASK_RADIUS: Probability = 0.50, Count = 1
mask -> mask: Probability = 0.50, Count = 1
mask -> [: Probability = 0.50, Count = 1
convolution_cpu_1d -> convolution_gpu_1d_naive: Probability = 1.00, Count = 1
! -> (: Probability = 0.50, Count = 1
! -> !: Probability = 0.50, Count = 1
numOfNucl -> {: Probability = 0.17, Count = 1
numOfNucl -> if: Probability = 0.33, Count = 2
numOfNucl -> pb: Probability = 0.17, Count = 1
numOfNucl -> blockDim: Probability = 0.17, Count = 1
numOfNucl -> blockIdx: Probability = 0.17, Count = 1
psi -> x: Probability = 0.40, Count = 2
psi -> psi: Probability = 0.40, Count = 2
psi -> [: Probability = 0.20, Count = 1
rho -> dcopy: Probability = 0.33, Count = 1
rho -> =: Probability = 0.33, Count = 1
rho -> rho: Probability = 0.33, Count = 1
\ -> rho: Probability = 0.20, Count = 1
\ -> x: Probability = 0.20, Count = 1
\ -> >: Probability = 0.20, Count = 1
\ -> tc: Probability = 0.40, Count = 2
getRho -> getRho_cuda: Probability = 1.00, Count = 1
debug -> 1: Probability = 0.33, Count = 1
debug -> stepSize: Probability = 0.33, Count = 1
debug -> if: Probability = 0.33, Count = 1
occNo -> x: Probability = 0.20, Count = 1
occNo -> occNo: Probability = 0.40, Count = 2
occNo -> [: Probability = 0.40, Count = 2
maximum -> =: Probability = 0.50, Count = 2
maximum -> ;: Probability = 0.25, Count = 1
maximum -> ): Probability = 0.25, Count = 1
res -> +: Probability = 0.50, Count = 1
res -> =: Probability = 0.50, Count = 1
colLog2SumExp2_cpu -> __global__: Probability = 0.50, Count = 1
colLog2SumExp2_cpu -> colLog2SumExp2Kernel: Probability = 0.50, Count = 1
frontPrune -> frontPrune: Probability = 1.00, Count = 2
batchInJump -> batchInJump: Probability = 1.00, Count = 2
outputlength -> outputlength: Probability = 0.88, Count = 7
outputlength -> inputLength: Probability = 0.12, Count = 1
inputLength -> inputLength: Probability = 0.67, Count = 2
inputLength -> outputlength: Probability = 0.33, Count = 1
in -> in: Probability = 0.50, Count = 9
in -> dst: Probability = 0.06, Count = 1
in -> d_in_data: Probability = 0.06, Count = 1
in -> ]: Probability = 0.06, Count = 1
in -> in_index: Probability = 0.06, Count = 1
in -> [: Probability = 0.28, Count = 5
indexInBatch -> indexInBatch: Probability = 1.00, Count = 2
batch -> batch: Probability = 0.77, Count = 10
batch -> (: Probability = 0.08, Count = 1
batch -> %: Probability = 0.08, Count = 1
batch -> minh: Probability = 0.08, Count = 1
indexOutBatch -> indexOutBatch: Probability = 1.00, Count = 2
frontJump -> frontJump: Probability = 1.00, Count = 2
batchOutJump -> batchOutJump: Probability = 0.67, Count = 2
batchOutJump -> batchInJump: Probability = 0.33, Count = 1
bitPrune_cpu -> __global__: Probability = 0.50, Count = 1
bitPrune_cpu -> bitPrune: Probability = 0.50, Count = 1
diag -> diag: Probability = 1.00, Count = 2
residual -> residual: Probability = 1.00, Count = 1
w -> w: Probability = 0.18, Count = 5
w -> =: Probability = 0.07, Count = 2
w -> ;: Probability = 0.11, Count = 3
w -> [: Probability = 0.04, Count = 1
w -> ): Probability = 0.04, Count = 1
w -> W: Probability = 0.04, Count = 1
w -> *: Probability = 0.18, Count = 5
w -> /: Probability = 0.04, Count = 1
w -> %: Probability = 0.04, Count = 1
w -> +: Probability = 0.04, Count = 1
w -> <: Probability = 0.04, Count = 1
w -> ksize: Probability = 0.04, Count = 1
w -> (: Probability = 0.04, Count = 1
w -> width_col: Probability = 0.04, Count = 1
w -> ,: Probability = 0.04, Count = 1
w -> float: Probability = 0.04, Count = 1
w -> 1: Probability = 0.04, Count = 1
out_index -> out_index: Probability = 0.33, Count = 5
out_index -> =: Probability = 0.20, Count = 3
out_index -> *: Probability = 0.07, Count = 1
out_index -> +: Probability = 0.13, Count = 2
out_index -> i: Probability = 0.07, Count = 1
out_index -> (: Probability = 0.07, Count = 1
out_index -> ]: Probability = 0.13, Count = 2
in_index -> in_index: Probability = 0.67, Count = 2
in_index -> ,: Probability = 0.33, Count = 1
forward_avgpool_layer -> forward_avgpool_layer_kernel: Probability = 1.00, Count = 1
filterR -> k: Probability = 0.50, Count = 1
filterR -> filterR: Probability = 0.50, Count = 1
d -> imageH: Probability = 0.11, Count = 1
d -> idx_y: Probability = 0.11, Count = 1
d -> =: Probability = 0.11, Count = 1
d -> d: Probability = 0.67, Count = 6
h_Src -> idx_y: Probability = 0.50, Count = 1
h_Src -> d: Probability = 0.50, Count = 1
h_Filter -> -: Probability = 0.50, Count = 1
h_Filter -> buffer: Probability = 0.50, Count = 1
imageW -> imageW: Probability = 0.33, Count = 1
imageW -> filterR: Probability = 0.33, Count = 1
imageW -> idx_x: Probability = 0.33, Count = 1
h_Dst -> }: Probability = 0.50, Count = 1
h_Dst -> idx_x: Probability = 0.50, Count = 1
imageH -> imageH: Probability = 0.50, Count = 1
imageH -> {: Probability = 0.50, Count = 1
convolutionColumnCPU -> __global__: Probability = 0.50, Count = 1
convolutionColumnCPU -> kernel_columns: Probability = 0.50, Count = 1
rowsA -> rowsA: Probability = 0.50, Count = 1
rowsA -> colsA: Probability = 0.50, Count = 1
colsB -> colsB: Probability = 0.25, Count = 1
colsB -> tIndy: Probability = 0.50, Count = 2
colsB -> ;: Probability = 0.25, Count = 1
colsA -> colsA: Probability = 0.33, Count = 1
colsA -> colsB: Probability = 0.33, Count = 1
colsA -> k: Probability = 0.33, Count = 1
matrMult -> gpuMatrMultD: Probability = 1.00, Count = 1
model -> i: Probability = 0.50, Count = 1
model -> model: Probability = 0.50, Count = 1
nt -> it: Probability = 0.33, Count = 1
nt -> nt: Probability = 0.33, Count = 1
nt -> x: Probability = 0.33, Count = 1
ib -> b: Probability = 0.50, Count = 1
ib -> +: Probability = 0.50, Count = 1
it -> it: Probability = 0.50, Count = 1
it -> *: Probability = 0.50, Count = 1
nz -> nx: Probability = 0.50, Count = 1
nz -> nz: Probability = 0.50, Count = 1
wfp -> ib: Probability = 0.50, Count = 1
wfp -> wfp: Probability = 0.50, Count = 1
sources_z -> sources_z: Probability = 0.50, Count = 1
sources_z -> b: Probability = 0.50, Count = 1
source_amplitude -> source_amplitude: Probability = 0.50, Count = 1
source_amplitude -> b: Probability = 0.50, Count = 1
add_sources_d -> add_sources_d: Probability = 1.00, Count = 1
sources_x -> sources_x: Probability = 0.50, Count = 1
sources_x -> b: Probability = 0.50, Count = 1
spatial -> spatial: Probability = 0.40, Count = 4
spatial -> <: Probability = 0.10, Count = 1
spatial -> *: Probability = 0.30, Count = 3
spatial -> +: Probability = 0.20, Count = 2
variance -> ;: Probability = 0.50, Count = 2
variance -> variance: Probability = 0.25, Count = 1
variance -> }: Probability = 0.25, Count = 1
filters -> filters: Probability = 0.72, Count = 18
filters -> *: Probability = 0.08, Count = 2
filters -> ;: Probability = 0.08, Count = 2
filters -> f: Probability = 0.04, Count = 1
filters -> &: Probability = 0.08, Count = 2
variance_cpu -> variance_kernel: Probability = 1.00, Count = 1
grad -> rows: Probability = 0.25, Count = 1
grad -> grad: Probability = 0.50, Count = 2
grad -> cols: Probability = 0.25, Count = 1
uidx -> ;: Probability = 0.50, Count = 2
uidx -> ]: Probability = 0.50, Count = 2
grad_y_cpu -> grad_y: Probability = 1.00, Count = 1
size2d -> [: Probability = 0.15, Count = 2
size2d -> unsigned: Probability = 0.15, Count = 2
size2d -> z: Probability = 0.08, Count = 1
size2d -> ;: Probability = 0.46, Count = 6
size2d -> >: Probability = 0.15, Count = 2
grad_x_cpu -> grad_x: Probability = 1.00, Count = 1
coef -> =: Probability = 0.25, Count = 1
coef -> d_in_data: Probability = 0.25, Count = 1
coef -> *: Probability = 0.25, Count = 1
coef -> coef: Probability = 0.25, Count = 1
GraphSum_forward -> cuda_GraphSum_forward_kernel: Probability = 1.00, Count = 1
sqrtf -> *: Probability = 0.33, Count = 1
sqrtf -> ): Probability = 0.33, Count = 1
sqrtf -> (: Probability = 0.33, Count = 1
G -> +: Probability = 0.50, Count = 1
G -> =: Probability = 0.50, Count = 1
grayimg -> [: Probability = 0.50, Count = 1
grayimg -> grayimg: Probability = 0.50, Count = 1
gray -> =: Probability = 1.00, Count = 1
R -> =: Probability = 0.50, Count = 1
R -> +: Probability = 0.50, Count = 1
apply_grayscale -> apply_grayscale: Probability = 1.00, Count = 1
307 -> *: Probability = 1.00, Count = 1
113 -> *: Probability = 1.00, Count = 1
604 -> *: Probability = 1.00, Count = 1
numPerbatch -> numPerbatch: Probability = 1.00, Count = 7
before_nms_boxes -> before_nms_boxes: Probability = 1.00, Count = 2
batchSize -> batchSize: Probability = 1.00, Count = 8
max_coordinate -> max_coordinate: Probability = 1.00, Count = 2
getOffsetBox_cpu -> __global__: Probability = 0.50, Count = 1
getOffsetBox_cpu -> getOffsetBox: Probability = 0.50, Count = 1
clsIndex -> clsIndex: Probability = 1.00, Count = 2
M -> M: Probability = 0.33, Count = 1
M -> [: Probability = 0.33, Count = 1
M -> Md: Probability = 0.33, Count = 1
host_inputArray3 -> host_inputArray3: Probability = 0.33, Count = 1
host_inputArray3 -> row: Probability = 0.67, Count = 2
e -> y: Probability = 0.50, Count = 1
e -> +: Probability = 0.50, Count = 1
element_c -> =: Probability = 0.33, Count = 1
element_c -> beta: Probability = 0.33, Count = 1
element_c -> 0: Probability = 0.33, Count = 1
K -> eachElement: Probability = 0.40, Count = 2
K -> K: Probability = 0.40, Count = 2
K -> ;: Probability = 0.20, Count = 1
beta -> host_inputArray3: Probability = 0.50, Count = 1
beta -> beta: Probability = 0.50, Count = 1
sgemm_kernelCPU -> sgemm_kernelGPU: Probability = 1.00, Count = 1
host_inputArray2 -> eachElement: Probability = 0.50, Count = 1
host_inputArray2 -> host_inputArray2: Probability = 0.50, Count = 1
host_inputArray1 -> host_inputArray1: Probability = 1.00, Count = 1
out_grad -> d_out_grad: Probability = 0.50, Count = 1
out_grad -> [: Probability = 0.50, Count = 1
in_grad -> [: Probability = 0.50, Count = 1
in_grad -> d_in_grad: Probability = 0.50, Count = 1
GraphSum_backward -> cuda_GraphSum_backward_kernel: Probability = 1.00, Count = 1
summ -> 0: Probability = 0.50, Count = 1
summ -> .: Probability = 0.50, Count = 1
currentFrame -> [: Probability = 0.25, Count = 1
currentFrame -> currentFrame: Probability = 0.25, Count = 1
currentFrame -> ]: Probability = 0.50, Count = 2
pixel -> ;: Probability = 0.10, Count = 1
pixel -> ]: Probability = 0.30, Count = 3
pixel -> pixel: Probability = 0.40, Count = 4
pixel -> (: Probability = 0.20, Count = 2
pixelsPerFrame -> pixelsPerFrame: Probability = 1.00, Count = 2
stdvLogNormalFrame -> stdvLogNormalFrame: Probability = 0.50, Count = 1
stdvLogNormalFrame -> ]: Probability = 0.50, Count = 1
MeanLogNormalFrame -> MeanLogNormalFrame: Probability = 0.50, Count = 1
MeanLogNormalFrame -> [: Probability = 0.50, Count = 1
newvalue -> =: Probability = 0.33, Count = 1
newvalue -> if: Probability = 0.33, Count = 1
newvalue -> ;: Probability = 0.33, Count = 1
