) -> ): Probability = 0.36, Count = 512
] -> long: Probability = 0.00, Count = 2
] -> null: Probability = 0.00, Count = 1
] -> Math: Probability = 0.00, Count = 2
] -> 7: Probability = 0.00, Count = 2
] -> 5: Probability = 0.00, Count = 1
] -> B: Probability = 0.00, Count = 1
] -> B_x: Probability = 0.00, Count = 1
] -> 22: Probability = 0.00, Count = 1
] -> used: Probability = 0.00, Count = 1
] -> v: Probability = 0.00, Count = 1
] -> rep: Probability = 0.00, Count = 1
] -> System: Probability = 0.00, Count = 1
] -> res: Probability = 0.00, Count = 1
] -> %: Probability = 0.00, Count = 1
] -> count: Probability = 0.00, Count = 2
] -> answer: Probability = 0.00, Count = 1
] -> equals: Probability = 0.00, Count = 1
] -> m: Probability = 0.00, Count = 2
] -> evenCount: Probability = 0.00, Count = 2
] -> oddCount: Probability = 0.00, Count = 1
] -> cnt0: Probability = 0.00, Count = 1
] -> out: Probability = 0.00, Count = 2
] -> maxO: Probability = 0.00, Count = 1
] -> po: Probability = 0.00, Count = 2
] -> ans: Probability = 0.00, Count = 2
] -> break: Probability = 0.00, Count = 2
] -> q: Probability = 0.00, Count = 2
] -> StringBuilder: Probability = 0.00, Count = 1
] -> a1: Probability = 0.00, Count = 1
] -> med2: Probability = 0.00, Count = 2
] -> /: Probability = 0.00, Count = 2
] -> y: Probability = 0.00, Count = 1
] -> arr: Probability = 0.00, Count = 1
] -> abs: Probability = 0.00, Count = 1
] -> ": Probability = 0.00, Count = 2
] -> ': Probability = 0.00, Count = 1
] -> time: Probability = 0.00, Count = 2
] -> s: Probability = 0.00, Count = 1
] -> u: Probability = 0.00, Count = 1
] -> parent: Probability = 0.00, Count = 1
] -> union: Probability = 0.00, Count = 1
if -> -: Probability = 0.01, Count = 3
if -> ;: Probability = 0.12, Count = 29
if -> .: Probability = 0.02, Count = 6
if -> sum: Probability = 0.00, Count = 1
if -> +: Probability = 0.04, Count = 11
if -> ]: Probability = 0.03, Count = 8
if -> }: Probability = 0.04, Count = 10
if -> ): Probability = 0.10, Count = 24
if -> 3: Probability = 0.01, Count = 2
if -> (: Probability = 0.05, Count = 13
if -> 9: Probability = 0.00, Count = 1
if -> =: Probability = 0.04, Count = 10
if -> i: Probability = 0.05, Count = 13
if -> x: Probability = 0.01, Count = 2
if -> j: Probability = 0.02, Count = 4
if -> if: Probability = 0.08, Count = 21
if -> k: Probability = 0.00, Count = 1
if -> A: Probability = 0.00, Count = 1
if -> while: Probability = 0.01, Count = 2
if -> >: Probability = 0.01, Count = 3
if -> ArrayList: Probability = 0.00, Count = 1
if -> <: Probability = 0.02, Count = 5
if -> else: Probability = 0.00, Count = 1
if -> 1: Probability = 0.00, Count = 1
if -> out: Probability = 0.01, Count = 2
if -> t1: Probability = 0.00, Count = 1
if -> *: Probability = 0.01, Count = 2
if -> 0: Probability = 0.02, Count = 4
if -> nextInt: Probability = 0.01, Count = 2
if -> sc: Probability = 0.01, Count = 3
if -> n: Probability = 0.01, Count = 2
if -> N: Probability = 0.00, Count = 1
if -> h: Probability = 0.00, Count = 1
if -> right: Probability = 0.00, Count = 1
if -> w: Probability = 0.00, Count = 1
if -> {: Probability = 0.02, Count = 5
if -> result: Probability = 0.00, Count = 1
if -> poll: Probability = 0.00, Count = 1
if -> diff: Probability = 0.00, Count = 1
if -> in1: Probability = 0.00, Count = 1
if -> InputStreamReader: Probability = 0.00, Count = 1
if -> parseLong: Probability = 0.00, Count = 1
if -> v: Probability = 0.00, Count = 1
if -> p: Probability = 0.01, Count = 2
if -> %: Probability = 0.00, Count = 1
if -> /: Probability = 0.00, Count = 1
if -> abs: Probability = 0.01, Count = 2
if -> sum_M: Probability = 0.01, Count = 2
if -> Mod: Probability = 0.00, Count = 1
if -> seven: Probability = 0.00, Count = 1
if -> n7: Probability = 0.00, Count = 1
if -> a: Probability = 0.01, Count = 2
if -> INF: Probability = 0.00, Count = 1
if -> println: Probability = 0.00, Count = 1
if -> count: Probability = 0.01, Count = 2
if -> m: Probability = 0.01, Count = 2
if -> ,: Probability = 0.00, Count = 1
if -> y: Probability = 0.00, Count = 1
if -> ans: Probability = 0.01, Count = 2
if -> break: Probability = 0.00, Count = 1
if -> K: Probability = 0.00, Count = 1
if -> int: Probability = 0.01, Count = 3
if -> vOdd: Probability = 0.00, Count = 1
if -> 2: Probability = 0.00, Count = 1
if -> ': Probability = 0.00, Count = 1
if -> c: Probability = 0.00, Count = 1
if -> 200: Probability = 0.00, Count = 1
if -> containsKey: Probability = 0.00, Count = 1
if -> [: Probability = 0.01, Count = 2
if -> BufferedReader: Probability = 0.00, Count = 1
if -> res: Probability = 0.00, Count = 1
if -> next: Probability = 0.00, Count = 1
if -> dirright: Probability = 0.00, Count = 1
if -> studyTime: Probability = 0.00, Count = 1
if -> Scanner: Probability = 0.00, Count = 1
if -> main: Probability = 0.00, Count = 1
: -> ": Probability = 0.01, Count = 7
: -> a1: Probability = 0.00, Count = 1
: -> ]: Probability = 0.03, Count = 19
: -> +: Probability = 0.04, Count = 22
: -> else: Probability = 0.01, Count = 5
: -> 0: Probability = 0.01, Count = 6
: -> ;: Probability = 0.24, Count = 150
: -> result: Probability = 0.00, Count = 2
: -> ?: Probability = 0.00, Count = 2
: -> c: Probability = 0.00, Count = 1
: -> nowdiff: Probability = 0.00, Count = 1
: -> =: Probability = 0.06, Count = 34
: -> nums: Probability = 0.00, Count = 3
: -> BufferedReader: Probability = 0.00, Count = 2
: -> 10: Probability = 0.00, Count = 2
: -> (: Probability = 0.06, Count = 35
: -> used: Probability = 0.00, Count = 1
: -> ): Probability = 0.07, Count = 45
: -> continue: Probability = 0.00, Count = 1
: -> int: Probability = 0.02, Count = 14
: -> {: Probability = 0.04, Count = 24
: -> &: Probability = 0.00, Count = 3
: -> z: Probability = 0.00, Count = 2
: -> y: Probability = 0.00, Count = 3
: -> ,: Probability = 0.01, Count = 4
: -> ok: Probability = 0.00, Count = 1
: -> if: Probability = 0.01, Count = 4
: -> [: Probability = 0.03, Count = 16
: -> <: Probability = 0.01, Count = 5
: -> D: Probability = 0.00, Count = 1
: -> final: Probability = 0.00, Count = 2
: -> k: Probability = 0.00, Count = 2
: -> 1: Probability = 0.01, Count = 8
: -> i: Probability = 0.02, Count = 13
: -> .: Probability = 0.05, Count = 32
: -> println: Probability = 0.01, Count = 9
: -> out: Probability = 0.01, Count = 6
: -> }: Probability = 0.01, Count = 8
: -> d1: Probability = 0.00, Count = 1
: -> String: Probability = 0.00, Count = 1
: -> System: Probability = 0.01, Count = 4
: -> infinity: Probability = 0.00, Count = 1
: -> b1: Probability = 0.00, Count = 1
: -> a2: Probability = 0.00, Count = 1
: -> long: Probability = 0.01, Count = 4
: -> delta2: Probability = 0.00, Count = 1
: -> MAX_VALUE: Probability = 0.01, Count = 4
: -> for: Probability = 0.01, Count = 4
: -> 10000000: Probability = 0.00, Count = 1
: -> h: Probability = 0.00, Count = 1
: -> abs: Probability = 0.00, Count = 1
: -> j: Probability = 0.01, Count = 5
: -> words: Probability = 0.00, Count = 1
: -> sc: Probability = 0.01, Count = 6
: -> nextInt: Probability = 0.00, Count = 3
: -> -: Probability = 0.00, Count = 2
: -> map: Probability = 0.00, Count = 1
: -> ou: Probability = 0.00, Count = 2
: -> /: Probability = 0.00, Count = 3
: -> >: Probability = 0.00, Count = 3
: -> C: Probability = 0.00, Count = 1
: -> n: Probability = 0.00, Count = 3
: -> suma: Probability = 0.00, Count = 1
: -> lost: Probability = 0.00, Count = 1
: -> PriorityQueue: Probability = 0.00, Count = 1
: -> over: Probability = 0.00, Count = 1
: -> OutputStream: Probability = 0.00, Count = 1
: -> Collections: Probability = 0.00, Count = 1
: -> Scanner: Probability = 0.00, Count = 2
: -> Long: Probability = 0.00, Count = 2
: -> Math: Probability = 0.00, Count = 1
: -> x: Probability = 0.00, Count = 2
: -> new: Probability = 0.00, Count = 3
: -> parseLong: Probability = 0.00, Count = 2
: -> :: Probability = 0.00, Count = 1
: -> before_sum: Probability = 0.00, Count = 1
: -> now: Probability = 0.00, Count = 1
: -> prime: Probability = 0.00, Count = 1
: -> p: Probability = 0.00, Count = 3
: -> ans: Probability = 0.00, Count = 2
: -> v: Probability = 0.00, Count = 1
: -> *: Probability = 0.00, Count = 2
: -> 2: Probability = 0.00, Count = 1
: -> N: Probability = 0.00, Count = 1
: -> xM: Probability = 0.00, Count = 1
: -> 60: Probability = 0.00, Count = 1
: -> nextDouble: Probability = 0.00, Count = 2
: -> isEmpty: Probability = 0.00, Count = 1
: -> off: Probability = 0.00, Count = 1
: -> count: Probability = 0.00, Count = 1
: -> next: Probability = 0.00, Count = 1
: -> answer: Probability = 0.00, Count = 1
: -> max1_1v: Probability = 0.00, Count = 1
: -> cnt0: Probability = 0.00, Count = 1
: -> 99999: Probability = 0.00, Count = 1
: -> ': Probability = 0.00, Count = 2
: -> maxp: Probability = 0.00, Count = 1
: -> max: Probability = 0.00, Count = 1
: -> tmp: Probability = 0.00, Count = 2
: -> a: Probability = 0.00, Count = 1
: -> makeList: Probability = 0.00, Count = 1
: -> list: Probability = 0.00, Count = 1
: -> line: Probability = 0.00, Count = 1
: -> 11: Probability = 0.00, Count = 1
: -> X: Probability = 0.00, Count = 1
: -> sort: Probability = 0.00, Count = 1
: -> bestId: Probability = 0.00, Count = 1
: -> ai: Probability = 0.00, Count = 1
: -> double: Probability = 0.00, Count = 1
: -> br: Probability = 0.00, Count = 1
: -> 5: Probability = 0.00, Count = 1
: -> an: Probability = 0.00, Count = 1
: -> UnionFind: Probability = 0.00, Count = 2
: -> b: Probability = 0.00, Count = 1
: -> find: Probability = 0.00, Count = 1
( -> [: Probability = 0.02, Count = 33
( -> (: Probability = 0.39, Count = 635
( -> .: Probability = 0.06, Count = 103
( -> System: Probability = 0.01, Count = 10
( -> ;: Probability = 0.03, Count = 54
( -> ): Probability = 0.06, Count = 94
( -> }: Probability = 0.01, Count = 17
( -> i: Probability = 0.02, Count = 26
( -> int: Probability = 0.02, Count = 31
( -> split: Probability = 0.00, Count = 2
( -> {: Probability = 0.02, Count = 29
( -> if: Probability = 0.01, Count = 11
( -> ret: Probability = 0.00, Count = 1
( -> 10: Probability = 0.00, Count = 1
( -> 100: Probability = 0.00, Count = 1
( -> b: Probability = 0.00, Count = 3
( -> sum: Probability = 0.00, Count = 1
( -> InputStream: Probability = 0.00, Count = 1
( -> InputStreamReader: Probability = 0.00, Count = 2
( -> n: Probability = 0.01, Count = 13
( -> nextInt: Probability = 0.02, Count = 31
( -> +: Probability = 0.01, Count = 20
( -> max: Probability = 0.00, Count = 5
( -> ans: Probability = 0.01, Count = 9
( -> readLine: Probability = 0.00, Count = 8
( -> parseInt: Probability = 0.01, Count = 13
( -> close: Probability = 0.00, Count = 2
( -> return: Probability = 0.00, Count = 7
( -> println: Probability = 0.01, Count = 17
( -> =: Probability = 0.03, Count = 50
( -> Scanner: Probability = 0.00, Count = 2
( -> out: Probability = 0.01, Count = 13
( -> -: Probability = 0.01, Count = 11
( -> s: Probability = 0.00, Count = 1
( -> else: Probability = 0.00, Count = 7
( -> sub: Probability = 0.00, Count = 1
( -> min: Probability = 0.00, Count = 7
( -> z: Probability = 0.00, Count = 1
( -> next: Probability = 0.01, Count = 13
( -> Integer: Probability = 0.00, Count = 3
( -> a: Probability = 0.00, Count = 5
( -> Long: Probability = 0.00, Count = 3
( -> num: Probability = 0.00, Count = 2
( -> &: Probability = 0.00, Count = 3
( -> 0: Probability = 0.02, Count = 25
( -> sort: Probability = 0.00, Count = 5
( -> ": Probability = 0.00, Count = 7
( -> ]: Probability = 0.01, Count = 17
( -> 1: Probability = 0.00, Count = 8
( -> ,: Probability = 0.00, Count = 6
( -> fill: Probability = 0.00, Count = 1
( -> k: Probability = 0.00, Count = 3
( -> util: Probability = 0.00, Count = 2
( -> <: Probability = 0.01, Count = 9
( -> D: Probability = 0.00, Count = 1
( -> j: Probability = 0.00, Count = 7
( -> ondo: Probability = 0.00, Count = 1
( -> N: Probability = 0.00, Count = 5
( -> sc: Probability = 0.01, Count = 16
( -> day: Probability = 0.00, Count = 1
( -> add: Probability = 0.00, Count = 8
( -> scanner: Probability = 0.00, Count = 1
( -> Three: Probability = 0.00, Count = 2
( -> new: Probability = 0.00, Count = 8
( -> c: Probability = 0.00, Count = 1
( -> c1: Probability = 0.00, Count = 2
( -> A1: Probability = 0.00, Count = 1
( -> distanceInT2: Probability = 0.00, Count = 1
( -> infinity: Probability = 0.00, Count = 2
( -> *: Probability = 0.00, Count = 7
( -> t1: Probability = 0.00, Count = 1
( -> b1: Probability = 0.00, Count = 1
( -> W: Probability = 0.00, Count = 1
( -> in: Probability = 0.00, Count = 1
( -> h: Probability = 0.00, Count = 2
( -> Math: Probability = 0.01, Count = 12
( -> w: Probability = 0.00, Count = 1
( -> length: Probability = 0.00, Count = 2
( -> calcDistance: Probability = 0.00, Count = 1
( -> minDistance: Probability = 0.00, Count = 1
( -> BufferedReader: Probability = 0.00, Count = 1
( -> st: Probability = 0.00, Count = 1
( -> sb: Probability = 0.00, Count = 3
( -> append: Probability = 0.00, Count = 2
( -> x: Probability = 0.00, Count = 4
( -> co: Probability = 0.00, Count = 1
( -> Collections: Probability = 0.00, Count = 1
( -> yono: Probability = 0.00, Count = 1
( -> parseLong: Probability = 0.00, Count = 1
( -> !: Probability = 0.00, Count = 3
( -> stream: Probability = 0.00, Count = 1
( -> Arrays: Probability = 0.00, Count = 1
( -> long: Probability = 0.00, Count = 4
( -> nextLong: Probability = 0.00, Count = 2
( -> for: Probability = 0.00, Count = 2
( -> before_inteval: Probability = 0.00, Count = 1
( -> m: Probability = 0.00, Count = 4
( -> g: Probability = 0.00, Count = 1
( -> cnt: Probability = 0.00, Count = 2
( -> /: Probability = 0.00, Count = 5
( -> p: Probability = 0.00, Count = 3
( -> 2: Probability = 0.00, Count = 3
( -> static: Probability = 0.00, Count = 3
( -> %: Probability = 0.00, Count = 5
( -> sum_N: Probability = 0.00, Count = 1
( -> M: Probability = 0.00, Count = 1
( -> double: Probability = 0.00, Count = 2
( -> longRad: Probability = 0.00, Count = 1
( -> ansPow: Probability = 0.00, Count = 1
( -> pow: Probability = 0.00, Count = 1
( -> PrintWriter: Probability = 0.00, Count = 1
( -> main: Probability = 0.00, Count = 1
( -> toArray: Probability = 0.00, Count = 1
( -> buildPerm: Probability = 0.00, Count = 2
( -> 22: Probability = 0.00, Count = 1
( -> list: Probability = 0.00, Count = 4
( -> memo: Probability = 0.00, Count = 1
( -> rep: Probability = 0.00, Count = 1
( -> |: Probability = 0.00, Count = 2
( -> b_: Probability = 0.00, Count = 1
( -> answer: Probability = 0.00, Count = 1
( -> oddCount: Probability = 0.00, Count = 1
( -> odd2nd: Probability = 0.00, Count = 1
( -> evenCount: Probability = 0.00, Count = 1
( -> max0_1: Probability = 0.00, Count = 1
( -> max1_1v: Probability = 0.00, Count = 1
( -> 100001: Probability = 0.00, Count = 2
( -> maxOdd: Probability = 0.00, Count = 1
( -> vOdd: Probability = 0.00, Count = 1
( -> vEven: Probability = 0.00, Count = 1
( -> d: Probability = 0.00, Count = 2
( -> ': Probability = 0.00, Count = 2
( -> StringTokenizer: Probability = 0.00, Count = 2
( -> index: Probability = 0.00, Count = 1
( -> nextToken: Probability = 0.00, Count = 2
( -> calculateCost: Probability = 0.00, Count = 1
( -> private: Probability = 0.00, Count = 1
( -> total: Probability = 0.00, Count = 1
( -> ArrayList: Probability = 0.00, Count = 2
( -> break: Probability = 0.00, Count = 1
( -> 32768: Probability = 0.00, Count = 1
( -> >: Probability = 0.00, Count = 3
( -> true: Probability = 0.00, Count = 1
( -> X2: Probability = 0.00, Count = 1
( -> copy: Probability = 0.00, Count = 1
( -> clone: Probability = 0.00, Count = 2
( -> value: Probability = 0.00, Count = 1
( -> nextDouble: Probability = 0.00, Count = 1
( -> hasNext: Probability = 0.00, Count = 1
( -> abs: Probability = 0.00, Count = 1
( -> print: Probability = 0.00, Count = 2
( -> minutes: Probability = 0.00, Count = 4
( -> pre: Probability = 0.00, Count = 1
( -> time: Probability = 0.00, Count = 1
( -> ou: Probability = 0.00, Count = 1
( -> gi: Probability = 0.00, Count = 1
( -> dirleft: Probability = 0.00, Count = 1
( -> sleep: Probability = 0.00, Count = 1
( -> modifiedCharge: Probability = 0.00, Count = 1
( -> charge: Probability = 0.00, Count = 1
( -> y: Probability = 0.00, Count = 3
( -> size: Probability = 0.00, Count = 1
( -> public: Probability = 0.00, Count = 1
( -> get: Probability = 0.00, Count = 1
= -> =: Probability = 0.39, Count = 456
= -> a1: Probability = 0.00, Count = 2
= -> j: Probability = 0.01, Count = 7
= -> sum: Probability = 0.00, Count = 5
= -> 0: Probability = 0.01, Count = 17
= -> {: Probability = 0.02, Count = 20
= -> &: Probability = 0.01, Count = 7
= -> ]: Probability = 0.04, Count = 47
= -> ": Probability = 0.00, Count = 1
= -> [: Probability = 0.03, Count = 32
= -> boolean: Probability = 0.00, Count = 1
= -> !: Probability = 0.00, Count = 5
= -> diff2: Probability = 0.00, Count = 1
= -> i: Probability = 0.02, Count = 22
= -> int: Probability = 0.02, Count = 25
= -> +: Probability = 0.02, Count = 18
= -> ): Probability = 0.04, Count = 43
= -> grid: Probability = 0.00, Count = 1
= -> (: Probability = 0.03, Count = 37
= -> idx: Probability = 0.00, Count = 1
= -> 9: Probability = 0.00, Count = 3
= -> used: Probability = 0.00, Count = 1
= -> nums: Probability = 0.00, Count = 3
= -> -: Probability = 0.01, Count = 7
= -> 10: Probability = 0.00, Count = 1
= -> ;: Probability = 0.05, Count = 60
= -> words: Probability = 0.00, Count = 1
= -> 1: Probability = 0.01, Count = 7
= -> }: Probability = 0.02, Count = 21
= -> e: Probability = 0.00, Count = 1
= -> >: Probability = 0.01, Count = 10
= -> %: Probability = 0.00, Count = 3
= -> if: Probability = 0.01, Count = 7
= -> sc: Probability = 0.01, Count = 7
= -> .: Probability = 0.03, Count = 30
= -> parseInt: Probability = 0.00, Count = 1
= -> x: Probability = 0.01, Count = 7
= -> Integer: Probability = 0.00, Count = 3
= -> N: Probability = 0.00, Count = 4
= -> count: Probability = 0.00, Count = 2
= -> min: Probability = 0.01, Count = 10
= -> <: Probability = 0.01, Count = 16
= -> y: Probability = 0.00, Count = 3
= -> temp: Probability = 0.00, Count = 1
= -> A: Probability = 0.00, Count = 3
= -> |: Probability = 0.00, Count = 2
= -> d: Probability = 0.01, Count = 7
